attenuation_db_km,core_diameter_um,tensile_strength_mpa,temperature_c,draw_speed_m_min,throughput_m,defect_flag,lag1_attenuation_db_km,lag1_core_diameter_um,lag1_tensile_strength_mpa,lag1_temperature_c,lag1_draw_speed_m_min,lag1_throughput_m,roll10_mean_attenuation_db_km,roll10_std_attenuation_db_km,roll10_mean_temperature_c,roll10_std_temperature_c,roll10_mean_draw_speed_m_min,roll10_std_draw_speed_m_min,attenuation_trend_up,line_LINE-A,line_LINE-B,line_LINE-C,product_DSF-1550,product_OM3-50,product_OM4-50,product_SMF-28,shift_day,grade_A,grade_B,grade_C
0.2516,9.252,791.1,20.61,1070.6,2757.0,0,0.3487,8.115,800.6,20.89,1057.8,1640.0,0.2936,0.0473,21.149,1.3988,1002.21,102.3873,0,False,True,False,False,False,True,False,True,False,True,False
0.2605,8.58,778.0,24.33,1115.3,3407.0,0,0.2516,9.252,791.1,20.61,1070.6,2757.0,0.2881,0.0476,21.271,1.6239,1032.21,83.8004,0,False,True,False,False,True,False,False,True,False,True,False
0.2834,8.207,763.7,19.84,1167.4,1254.0,0,0.2605,8.58,778.0,24.33,1115.3,3407.0,0.2892,0.0473,21.126,1.6856,1062.97,68.55,1,False,True,False,False,False,True,False,True,False,False,True
0.3243,9.208,814.8,22.89,883.1,4175.0,0,0.2834,8.207,763.7,19.84,1167.4,1254.0,0.2957,0.0473,21.445,1.6876,1056.34,82.5344,1,False,True,False,False,False,False,True,True,False,False,True
0.2943,8.179,738.1,19.51,989.0,2824.0,0,0.3243,9.208,814.8,22.89,883.1,4175.0,0.2925,0.046,21.406,1.7312,1048.28,84.9945,0,False,True,False,False,False,True,False,True,False,False,True
0.2771,9.354,726.3,22.1,897.0,3068.0,0,0.2943,8.179,738.1,19.51,989.0,2824.0,0.2887,0.0455,21.266,1.5942,1034.11,97.6402,1,False,True,False,False,False,False,True,True,False,True,False
0.0,8.507,821.4,18.91,1021.2,4756.0,0,0.2771,9.354,726.3,22.1,897.0,3068.0,0.2832,0.0446,21.206,1.6768,1021.57,89.2828,0,False,True,False,False,False,True,False,True,False,False,True
0.3415,9.178,833.7,20.11,1042.5,3881.0,0,0.0,8.507,821.4,18.91,1021.2,4756.0,0.2993,0.0346,20.988,1.6619,1028.11,88.0502,1,False,True,False,False,False,True,False,True,False,False,True
0.1887,8.883,743.6,20.26,1108.8,3036.0,0,0.3415,9.178,833.7,20.11,1042.5,3881.0,0.2856,0.0499,20.945,1.6759,1035.27,91.7067,0,False,True,False,False,True,False,False,True,True,False,False
0.2771,8.118,856.1,21.33,802.9,2969.0,0,0.1887,8.883,743.6,20.26,1108.8,3036.0,0.2776,0.0439,20.989,1.6801,1009.78,116.7532,0,False,True,False,True,False,False,False,True,False,True,False
0.3269,8.238,851.4,23.86,976.2,1911.0,0,0.2771,8.118,856.1,21.33,802.9,2969.0,0.286,0.0455,21.314,1.8987,1000.34,115.0938,1,False,True,False,True,False,False,False,True,False,False,True
0.227,8.556,836.8,20.56,999.5,3186.0,0,0.3269,8.238,851.4,23.86,976.2,1911.0,0.2823,0.0491,20.937,1.5811,988.76,107.839,0,False,True,False,False,False,False,True,True,False,True,False
0.2017,8.45,770.4,18.63,1161.7,2493.0,0,0.227,8.556,836.8,20.56,999.5,3186.0,0.2732,0.0559,20.816,1.715,988.19,106.7999,0,False,True,False,False,True,False,False,True,True,False,False
0.1844,9.039,723.4,18.28,838.0,3829.0,0,0.2017,8.45,770.4,18.63,1161.7,2493.0,0.2576,0.0593,20.355,1.7151,983.68,112.5294,0,False,True,False,False,True,False,False,True,True,False,False
0.1873,8.574,836.2,22.88,988.2,3780.0,0,0.1844,9.039,723.4,18.28,838.0,3829.0,0.2457,0.0617,20.692,1.856,983.6,112.5254,0,False,True,False,True,False,False,False,True,True,False,False
0.2732,8.093,894.5,24.53,884.4,1524.0,0,0.1873,8.574,836.2,22.88,988.2,3780.0,0.2453,0.0615,20.935,2.1898,982.34,113.6676,0,False,True,False,False,False,False,True,True,False,True,False
0.2914,8.309,784.3,24.39,812.5,3832.0,0,0.2732,8.093,894.5,24.53,884.4,1524.0,0.2499,0.0597,21.483,2.3092,961.47,124.3932,1,False,True,False,False,False,True,False,True,False,False,True
0.2037,8.37,784.9,24.03,884.5,1523.0,0,0.2914,8.309,784.3,24.39,812.5,3832.0,0.2361,0.0516,21.875,2.3818,945.67,122.9838,1,False,True,False,False,False,False,True,True,True,False,False
0.2501,8.265,792.9,20.32,1136.3,4308.0,0,0.2037,8.37,784.9,24.03,884.5,1523.0,0.2423,0.0489,21.881,2.3774,948.42,127.2695,1,False,True,False,False,False,True,False,True,False,True,False
0.2883,9.371,872.4,20.06,850.2,608.0,0,0.2501,8.265,792.9,20.32,1136.3,4308.0,0.2434,0.0499,21.754,2.4431,953.15,122.0315,1,False,True,False,False,False,True,False,True,False,False,True
0.3496,8.738,766.1,19.73,1095.8,1376.0,0,0.2883,9.371,872.4,20.06,850.2,608.0,0.2457,0.0545,21.341,2.3961,965.11,130.1335,1,False,True,False,False,False,False,True,True,False,False,True
0.2197,9.092,891.2,21.41,1194.3,4679.0,0,0.3496,8.738,766.1,19.73,1095.8,1376.0,0.2449,0.0548,21.426,2.3804,984.59,149.0575,0,False,True,False,False,True,False,False,True,True,False,False
0.2661,8.054,887.7,23.94,947.9,4832.0,0,0.2197,9.092,891.2,21.41,1194.3,4679.0,0.2514,0.0529,21.957,2.2774,963.21,135.5525,1,False,True,False,False,True,False,False,True,False,True,False
0.2279,8.612,855.4,23.81,1183.9,1785.0,0,0.2661,8.054,887.7,23.94,947.9,4832.0,0.2557,0.0484,22.51,1.9303,997.8,143.926,0,False,True,False,False,False,False,True,True,False,True,False
0.2832,8.303,813.6,19.08,1083.7,839.0,0,0.2279,8.612,855.4,23.81,1183.9,1785.0,0.2653,0.0424,22.13,2.204,1007.35,146.3659,0,False,True,False,True,False,False,False,True,False,False,True
0.2753,9.016,849.2,20.86,895.1,1796.0,0,0.2832,8.303,813.6,19.08,1083.7,839.0,0.2655,0.0425,21.763,2.0609,1008.42,145.4032,0,False,True,False,False,False,True,False,True,False,True,False
0.3008,8.723,851.2,19.41,820.7,568.0,0,0.2753,9.016,849.2,20.86,895.1,1796.0,0.2665,0.0432,21.265,1.9545,1009.24,144.1936,1,False,True,False,True,False,False,False,True,False,False,True
0.2988,8.712,815.1,24.24,1106.9,1191.0,0,0.3008,8.723,851.2,19.41,820.7,568.0,0.276,0.038,21.286,1.9883,1031.48,139.9037,1,False,True,False,False,True,False,False,True,False,False,True
0.2539,8.327,843.4,24.64,988.8,757.0,0,0.2988,8.712,815.1,24.24,1106.9,1191.0,0.2764,0.0377,21.718,2.2118,1016.73,135.3252,1,False,True,False,True,False,False,False,True,False,True,False
0.3215,8.57,704.7,24.77,974.7,719.0,0,0.2539,8.327,843.4,24.64,988.8,757.0,0.2797,0.0403,22.189,2.3185,1029.18,123.5135,1,False,True,False,True,False,False,False,True,False,False,True
0.3466,8.461,849.5,18.31,898.3,1277.0,0,0.3215,8.57,704.7,24.77,974.7,719.0,0.2794,0.0397,22.047,2.5205,1009.43,127.4062,1,False,True,False,False,False,False,True,True,False,False,True
0.2132,9.341,808.9,18.17,903.4,4033.0,0,0.3466,8.461,849.5,18.31,898.3,1277.0,0.2787,0.0408,21.723,2.8038,980.34,112.8885,0,False,True,False,False,False,True,False,True,True,False,False
0.3322,8.59,803.3,19.42,995.3,3613.0,0,0.2132,9.341,808.9,18.17,903.4,4033.0,0.2853,0.0438,21.271,2.7708,985.08,112.3689,1,False,True,False,False,False,True,False,True,False,False,True
0.3263,9.07,703.2,20.0,1094.8,3062.0,0,0.3322,8.59,803.3,19.42,995.3,3613.0,0.2952,0.0404,20.89,2.6419,976.17,97.386,1,False,True,False,True,False,False,False,True,False,False,True
0.1819,8.05,817.7,19.34,834.6,506.0,0,0.3263,9.07,703.2,20.0,1094.8,3062.0,0.285,0.0541,20.916,2.6233,951.26,98.6748,0,False,True,False,False,False,False,True,True,True,False,False
0.3237,8.275,736.3,20.72,819.0,498.0,0,0.1819,8.05,817.7,19.34,834.6,506.0,0.2899,0.0553,20.902,2.624,943.65,106.1394,0,False,True,False,True,False,False,False,True,False,False,True
0.3195,8.617,743.8,20.71,1090.4,2964.0,0,0.3237,8.275,736.3,20.72,819.0,498.0,0.2918,0.056,21.032,2.5736,970.62,105.691,1,False,True,False,False,True,False,False,True,False,False,True
0.2866,8.03,853.2,21.99,1076.0,4111.0,0,0.3195,8.617,743.8,20.71,1090.4,2964.0,0.2905,0.056,20.807,2.3506,967.53,101.6379,0,False,True,False,False,False,False,True,True,False,False,True
0.193,8.038,723.4,21.65,1091.9,3120.0,0,0.2866,8.03,853.2,21.99,1076.0,4111.0,0.2844,0.0632,20.508,1.9679,977.84,108.9979,0,False,True,False,False,True,False,False,True,True,False,False
0.1859,8.189,887.8,22.94,1051.6,4349.0,1,0.193,8.038,723.4,21.65,1091.9,3120.0,0.2709,0.0687,20.325,1.573,985.53,111.4372,1,False,True,False,False,False,False,True,True,True,False,False
0.3287,9.454,861.7,21.91,1117.3,2215.0,0,0.1859,8.189,887.8,22.94,1051.6,4349.0,0.2691,0.0667,20.685,1.4691,1007.43,113.8822,1,False,True,False,True,False,False,False,True,False,False,True
0.257,8.419,752.0,19.69,1060.1,521.0,0,0.3287,9.454,861.7,21.91,1117.3,2215.0,0.2735,0.064,20.837,1.2409,1023.1,108.6374,0,False,True,False,False,True,False,False,True,False,True,False
0.2326,8.438,881.7,20.27,1135.7,1313.0,0,0.257,8.419,752.0,19.69,1060.1,521.0,0.2635,0.0616,20.922,1.1595,1037.14,113.6043,0,False,True,False,False,True,False,False,True,False,True,False
0.2403,8.587,813.6,20.89,1184.4,3821.0,0,0.2326,8.438,881.7,20.27,1135.7,1313.0,0.2549,0.0577,21.011,1.1142,1046.1,121.8886,1,False,True,False,False,False,True,False,True,False,True,False
0.3106,8.825,843.7,24.12,935.3,774.0,0,0.2403,8.587,813.6,20.89,1184.4,3821.0,0.2678,0.0539,21.489,1.3233,1056.17,105.5367,1,False,True,False,True,False,False,False,True,False,False,True
0.1998,9.063,757.6,23.18,1000.4,4177.0,0,0.3106,8.825,843.7,24.12,935.3,774.0,0.2554,0.0538,21.735,1.3914,1074.31,69.771,0,False,True,False,False,False,True,False,True,True,False,False
0.323,8.802,882.1,19.29,1110.2,461.0,0,0.1998,9.063,757.6,23.18,1000.4,4177.0,0.2558,0.0543,21.593,1.5688,1076.29,70.5549,1,False,True,False,True,False,False,False,True,False,False,True
0.3415,8.09,835.9,20.87,802.3,1446.0,0,0.323,8.802,882.1,19.29,1110.2,461.0,0.2612,0.0602,21.481,1.5773,1048.92,111.7444,1,False,True,False,False,False,False,True,True,False,False,True
0.2006,9.269,701.9,20.16,1003.3,1127.0,0,0.3415,8.09,835.9,20.87,802.3,1446.0,0.262,0.0593,21.332,1.629,1040.06,111.47,0,False,True,False,False,True,False,False,True,True,False,False
0.2249,8.232,796.4,21.48,1136.4,1508.0,0,0.2006,9.269,701.9,20.16,1003.3,1127.0,0.2659,0.0548,21.186,1.5314,1048.54,115.5947,0,False,True,False,True,False,False,False,True,False,True,False
0.3126,8.424,707.3,23.99,870.0,207.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126,0.0,23.99,0.0,870.0,0.0,0,False,False,True,True,False,False,False,True,False,False,True
0.2439,9.463,856.0,24.61,840.7,3065.0,0,0.3126,8.424,707.3,23.99,870.0,207.0,0.2782,0.0486,24.3,0.4384,855.35,20.7182,0,False,False,True,False,False,False,True,True,False,True,False
0.3138,8.977,817.8,24.05,828.1,2807.0,0,0.2439,9.463,856.0,24.61,840.7,3065.0,0.2901,0.04,24.2167,0.342,846.2667,21.4975,0,False,False,True,False,True,False,False,True,False,False,True
0.2875,8.271,774.5,24.91,814.4,2097.0,0,0.3138,8.977,817.8,24.05,828.1,2807.0,0.2894,0.0327,24.39,0.4451,838.3,23.7058,0,False,False,True,False,True,False,False,True,False,False,True
0.2275,8.8,791.5,20.47,839.4,551.0,0,0.2875,8.271,774.5,24.91,814.4,2097.0,0.2771,0.0396,23.606,1.795,838.52,20.5357,0,False,False,True,False,False,False,True,True,False,True,False
0.2961,8.855,743.3,23.04,858.9,4896.0,0,0.2275,8.8,791.5,20.47,839.4,551.0,0.2802,0.0363,23.5117,1.622,841.9167,20.1643,0,False,False,True,True,False,False,False,True,False,False,True
0.2076,9.403,886.2,20.53,971.8,4492.0,0,0.2961,8.855,743.3,23.04,858.9,4896.0,0.2699,0.043,23.0857,1.8608,860.4714,52.4289,0,False,False,True,True,False,False,False,True,True,False,False
0.3117,9.166,845.4,18.35,949.4,3705.0,0,0.2076,9.403,886.2,20.53,971.8,4492.0,0.2751,0.0425,22.4938,2.4023,871.5875,57.8328,0,False,False,True,True,False,False,False,True,False,False,True
0.2186,8.835,702.4,23.58,1193.3,4607.0,0,0.3117,9.166,845.4,18.35,949.4,3705.0,0.2688,0.044,22.6144,2.2762,907.3333,120.1101,0,False,False,True,False,False,False,True,True,True,False,False
0.3402,8.726,716.7,22.02,800.3,1641.0,0,0.2186,8.835,702.4,23.58,1193.3,4607.0,0.276,0.0472,22.555,2.1542,896.63,118.191,1,False,False,True,False,True,False,False,True,False,False,True
0.188,9.07,768.7,23.16,1025.7,2707.0,0,0.3402,8.726,716.7,22.02,800.3,1641.0,0.2635,0.0526,22.472,2.1083,912.2,124.3864,0,False,False,True,False,False,True,False,True,True,False,False
0.2389,8.612,701.5,24.71,1161.6,3311.0,0,0.188,9.07,768.7,23.16,1025.7,2707.0,0.263,0.0528,22.482,2.1197,944.29,143.7738,1,False,False,True,False,True,False,False,True,False,True,False
0.2737,8.869,731.9,20.39,1050.9,577.0,0,0.2389,8.612,701.5,24.71,1161.6,3311.0,0.259,0.05,22.116,2.1348,966.57,141.0042,0,False,False,True,True,False,False,False,True,False,True,False
0.1941,9.244,858.8,18.25,1113.2,277.0,0,0.2737,8.869,731.9,20.39,1050.9,577.0,0.2496,0.0527,21.45,2.2041,996.45,136.7708,0,False,False,True,False,True,False,False,True,True,False,False
0.2115,8.335,713.7,19.73,860.7,1407.0,0,0.1941,9.244,858.8,18.25,1113.2,277.0,0.248,0.0537,21.376,2.2525,998.58,134.1948,0,False,False,True,True,False,False,False,True,True,False,False
0.348,9.001,774.6,18.72,815.0,4952.0,0,0.2115,8.335,713.7,19.73,860.7,1407.0,0.2532,0.0609,20.944,2.3114,994.19,139.87,1,False,False,True,True,False,False,False,True,False,False,True
0.219,9.455,868.2,24.17,1133.8,938.0,0,0.348,9.001,774.6,18.72,815.0,4952.0,0.2544,0.06,21.308,2.5165,1010.39,146.2258,0,False,False,True,False,True,False,False,True,True,False,False
0.2287,9.097,719.5,21.59,917.1,1432.0,0,0.219,9.455,868.2,24.17,1133.8,938.0,0.2461,0.0569,21.632,2.2919,1007.16,148.0678,0,False,False,True,False,False,False,True,True,False,True,False
0.1964,8.182,745.9,21.52,1105.9,3294.0,0,0.2287,9.097,719.5,21.59,917.1,1432.0,0.2438,0.0585,21.426,2.1876,998.42,138.104,1,False,False,True,False,False,False,True,True,True,False,False
0.2542,8.241,849.3,21.67,863.9,324.0,0,0.1964,8.182,745.9,21.52,1105.9,3294.0,0.2352,0.0482,21.391,2.1798,1004.78,129.1399,1,False,False,True,False,False,True,False,True,False,True,False
0.3256,8.501,898.2,18.6,1194.2,2978.0,1,0.2542,8.241,849.3,21.67,863.9,324.0,0.249,0.0526,20.935,2.2446,1021.63,142.4769,0,False,False,True,False,False,True,False,True,False,False,True
0.2588,8.981,779.1,18.33,1075.5,3121.0,0,0.3256,8.501,898.2,18.6,1194.2,2978.0,0.251,0.0526,20.297,1.9382,1013.02,135.5098,1,False,False,True,False,False,True,False,True,False,True,False
0.1834,8.294,722.8,20.35,1195.0,1794.0,0,0.2588,8.981,779.1,18.33,1075.5,3121.0,0.242,0.0559,20.293,1.938,1027.43,147.1475,0,False,False,True,True,False,False,False,True,True,False,False
0.283,9.395,894.0,22.27,826.3,1871.0,0,0.1834,8.294,722.8,20.35,1195.0,1794.0,0.2509,0.0545,20.695,1.8833,998.74,156.2537,1,False,False,True,False,True,False,False,True,False,False,True
0.3215,8.026,834.1,19.44,1087.9,3496.0,1,0.283,9.395,894.0,22.27,826.3,1871.0,0.2619,0.0567,20.666,1.902,1021.46,150.3587,1,False,False,True,False,False,True,False,True,False,False,True
0.1946,9.38,731.2,24.14,810.8,2536.0,0,0.3215,8.026,834.1,19.44,1087.9,3496.0,0.2465,0.0513,21.208,2.0521,1021.04,151.0039,0,False,False,True,False,False,False,True,True,True,False,False
0.33,8.996,789.6,23.54,889.7,4086.0,0,0.1946,9.38,731.2,24.14,810.8,2536.0,0.2576,0.0564,21.145,1.9586,996.63,150.4794,1,False,False,True,False,False,True,False,True,False,False,True
0.2406,8.092,716.1,18.87,881.8,1850.0,0,0.33,8.996,789.6,23.54,889.7,4086.0,0.2588,0.0559,20.873,2.0754,993.1,152.9462,1,False,False,True,False,False,True,False,True,False,True,False
0.3161,8.046,858.9,24.28,1088.7,2635.0,0,0.2406,8.092,716.1,18.87,881.8,1850.0,0.2708,0.0538,21.149,2.3379,991.38,151.6278,1,False,False,True,False,False,False,True,True,False,False,True
0.221,9.375,865.5,21.62,1192.6,2551.0,0,0.3161,8.046,858.9,24.28,1088.7,2635.0,0.2675,0.0559,21.144,2.3367,1024.25,156.4725,0,False,False,True,False,False,False,True,True,False,True,False
0.2886,9.25,856.9,20.73,1193.6,3733.0,0,0.221,9.375,865.5,21.62,1192.6,2551.0,0.2638,0.0528,21.357,2.1702,1024.19,156.4002,1,False,False,True,False,False,True,False,True,False,False,True
0.2215,8.98,775.3,18.64,1178.6,1116.0,0,0.2886,9.25,856.9,20.73,1193.6,3733.0,0.26,0.0545,21.388,2.1239,1034.5,163.4,0,False,False,True,False,True,False,False,True,False,True,False
0.2899,8.188,890.5,20.09,1141.1,4538.0,0,0.2215,8.98,775.3,18.64,1178.6,1116.0,0.2707,0.0478,21.362,2.1395,1029.11,158.3276,1,False,False,True,False,False,False,True,True,False,False,True
0.2183,8.944,786.7,19.33,944.8,2396.0,0,0.2899,8.188,890.5,20.09,1141.1,4538.0,0.2642,0.0503,21.068,2.202,1040.96,145.3657,0,False,False,True,False,False,False,True,True,True,False,False
0.2486,9.102,752.9,21.82,819.4,1223.0,0,0.2183,8.944,786.7,19.33,944.8,2396.0,0.2569,0.0462,21.306,2.134,1014.11,159.8114,1,False,False,True,False,False,False,True,True,False,True,False
0.2407,9.284,865.8,18.34,816.9,1907.0,0,0.2486,9.102,752.9,21.82,819.4,1223.0,0.2615,0.0413,20.726,2.0653,1014.72,158.9585,0,False,False,True,False,False,True,False,True,False,True,False
0.2266,8.23,787.6,22.25,1078.7,4904.0,0,0.2407,9.284,865.8,18.34,816.9,1907.0,0.2512,0.0347,20.597,1.904,1033.62,153.5873,1,False,False,True,False,False,True,False,True,False,True,False
0.2511,8.851,744.4,24.23,987.8,592.0,0,0.2266,8.23,787.6,22.25,1078.7,4904.0,0.2522,0.0345,21.133,2.1074,1044.22,145.3838,0,False,False,True,False,True,False,False,True,False,True,False
0.272,8.891,889.5,19.06,1056.2,3009.0,0,0.2511,8.851,744.4,24.23,987.8,592.0,0.2478,0.0275,20.611,1.8749,1040.97,144.6403,1,False,False,True,False,False,False,True,True,False,True,False
0.1844,9.175,830.0,21.15,968.2,3633.0,0,0.272,8.891,889.5,19.06,1056.2,3009.0,0.2442,0.0333,20.564,1.8526,1018.53,135.6285,0,False,False,True,False,False,True,False,True,True,False,False
0.2613,9.015,759.1,22.81,1095.9,3345.0,0,0.1844,9.175,830.0,21.15,968.2,3633.0,0.2414,0.0302,20.772,1.9853,1008.76,124.6942,1,False,False,True,True,False,False,False,True,False,True,False
0.2379,8.993,886.7,18.7,1014.7,2403.0,0,0.2613,9.015,759.1,22.81,1095.9,3345.0,0.2431,0.0295,20.778,1.9782,992.37,109.768,1,False,False,True,False,False,True,False,True,False,True,False
0.211,8.261,723.6,22.85,964.6,2231.0,0,0.2379,8.993,886.7,18.7,1014.7,2403.0,0.2352,0.0259,21.054,2.0623,974.72,96.5957,0,False,False,True,False,False,False,True,True,True,False,False
0.1952,9.064,747.9,19.92,978.7,3140.0,0,0.211,8.261,723.6,22.85,964.6,2231.0,0.2329,0.0285,21.113,2.0154,978.11,96.0221,0,False,False,True,False,True,False,False,True,True,False,False
0.2201,8.409,815.8,19.81,1192.7,3764.0,0,0.1952,9.064,747.9,19.92,978.7,3140.0,0.23,0.0281,20.912,2.0372,1015.44,99.9483,1,False,False,True,False,True,False,False,True,False,True,False
0.2969,8.701,864.8,24.12,938.7,1610.0,0,0.2201,8.409,815.8,19.81,1192.7,3764.0,0.2356,0.0352,21.49,2.0463,1027.62,78.0984,1,False,False,True,False,True,False,False,True,False,False,True
0.3418,8.151,852.8,22.05,984.0,3692.0,0,0.2969,8.701,864.8,24.12,938.7,1610.0,0.2472,0.0483,21.47,2.039,1018.15,76.9495,1,False,False,True,False,False,True,False,True,False,False,True
0.2926,8.736,850.8,23.71,970.2,894.0,0,0.3418,8.151,852.8,22.05,984.0,3692.0,0.2513,0.0504,21.418,1.9661,1016.39,77.916,1,False,False,True,False,True,False,False,True,False,False,True
0.3301,9.065,839.0,19.09,1129.6,3798.0,0,0.2926,8.736,850.8,23.71,970.2,894.0,0.2571,0.0561,21.421,1.9621,1023.73,85.1998,1,False,False,True,False,False,True,False,True,False,False,True
0.2131,8.383,895.8,18.45,993.3,935.0,0,0.3301,9.065,839.0,19.09,1129.6,3798.0,0.26,0.0526,21.151,2.1775,1026.24,83.7393,0,False,False,True,False,False,True,False,True,True,False,False
0.2177,9.019,800.3,20.04,1183.2,3673.0,0,0.2131,8.383,895.8,18.45,993.3,935.0,0.2556,0.0543,20.874,2.1184,1034.97,95.5291,0,False,False,True,True,False,False,False,True,True,False,False
0.2733,8.235,870.5,18.05,828.8,1020.0,0,0.2177,9.019,800.3,20.04,1183.2,3673.0,0.2592,0.0541,20.809,2.2009,1016.38,115.8407,0,False,False,True,False,True,False,False,True,False,True,False
0.2065,9.358,755.9,22.9,1187.0,1337.0,0,0.2733,8.235,870.5,18.05,828.8,1020.0,0.2587,0.0546,20.814,2.2061,1038.62,125.7225,0,False,False,True,False,True,False,False,True,True,False,False
0.2088,8.519,710.0,24.01,1095.9,1394.0,0,0.2065,9.358,755.9,22.9,1187.0,1337.0,0.2601,0.053,21.223,2.3932,1050.34,124.9766,0,False,False,True,False,False,False,True,True,True,False,False
0.2069,8.025,890.5,23.11,994.0,2256.0,0,0.2088,8.519,710.0,24.01,1095.9,1394.0,0.2588,0.0542,21.553,2.4042,1030.47,115.2447,0,False,False,True,False,False,True,False,True,True,False,False
0.302,9.4,856.5,22.23,850.5,4347.0,0,0.2069,8.025,890.5,23.11,994.0,2256.0,0.2593,0.0547,21.364,2.2492,1021.65,125.9284,1,False,False,True,False,False,False,True,True,False,False,True
0.3464,9.394,883.9,20.71,910.0,3342.0,0,0.302,9.4,856.5,22.23,850.5,4347.0,0.2597,0.0555,21.23,2.2437,1014.25,130.4787,1,False,False,True,True,False,False,False,True,False,False,True
0.3203,8.043,751.6,21.95,990.8,3477.0,1,0.3464,9.394,883.9,20.71,910.0,3342.0,0.2625,0.0579,21.054,2.0914,1016.31,129.8671,1,False,False,True,True,False,False,False,True,False,False,True
0.3343,8.203,796.2,20.69,1156.1,2855.0,0,0.3203,8.043,751.6,21.95,990.8,3477.0,0.2629,0.0585,21.214,1.9829,1018.96,132.6757,1,False,False,True,False,False,False,True,True,False,False,True
0.2097,8.247,832.9,19.91,861.6,1838.0,0,0.3343,8.203,796.2,20.69,1156.1,2855.0,0.2626,0.0588,21.36,1.8023,1005.79,141.7333,1,False,False,True,True,False,False,False,True,True,False,False
0.316,8.514,809.0,21.86,1166.6,2343.0,0,0.2097,8.247,832.9,19.91,861.6,1838.0,0.2724,0.0587,21.542,1.7452,1004.13,139.5042,1,False,False,True,True,False,False,False,True,False,False,True
0.2307,8.356,872.6,18.57,1059.4,2049.0,0,0.316,8.514,809.0,21.86,1166.6,2343.0,0.2682,0.0601,21.594,1.6337,1027.19,125.6757,0,False,False,True,False,True,False,False,True,False,True,False
0.188,9.178,702.1,23.58,1180.3,1548.0,0,0.2307,8.356,872.6,18.57,1059.4,2049.0,0.2663,0.0625,21.662,1.7067,1026.52,124.7435,0,False,False,True,True,False,False,False,True,True,False,False
0.2822,8.703,869.1,18.42,843.3,321.0,0,0.188,9.178,702.1,23.58,1180.3,1548.0,0.2736,0.0592,21.103,1.7666,1001.26,134.3394,0,False,False,True,False,False,False,True,True,False,False,True
0.2791,8.2,728.8,20.87,892.1,846.0,0,0.2822,8.703,869.1,18.42,843.3,321.0,0.2809,0.0544,20.879,1.6197,991.07,138.7438,1,False,False,True,False,False,False,True,True,False,True,False
0.2591,9.397,806.7,23.11,883.1,1393.0,0,0.2791,8.2,728.8,20.87,892.1,846.0,0.2766,0.0542,20.967,1.722,994.33,135.417,0,False,False,True,True,False,False,False,True,False,True,False
0.194,8.122,788.1,22.91,940.0,2928.0,0,0.2591,9.397,806.7,23.11,883.1,1393.0,0.2613,0.0538,21.187,1.823,997.33,133.6621,0,False,False,True,True,False,False,False,True,True,False,False
0.226,8.27,746.8,22.54,810.3,2490.0,0,0.194,8.122,788.1,22.91,940.0,2928.0,0.2519,0.0505,21.246,1.8597,979.28,146.2379,1,False,False,True,True,False,False,False,True,False,True,False
0.2093,8.472,746.5,22.02,925.3,770.0,0,0.226,8.27,746.8,22.54,810.3,2490.0,0.2394,0.0427,21.379,1.863,956.2,132.8287,0,False,False,True,True,False,False,False,True,True,False,False
0.2512,8.567,800.8,22.55,964.8,2012.0,0,0.2093,8.472,746.5,22.02,925.3,770.0,0.2436,0.0415,21.643,1.8183,966.52,128.6041,0,False,False,True,False,True,False,False,True,False,True,False
0.1947,8.703,862.0,19.94,1035.1,985.0,0,0.2512,8.567,800.8,22.55,964.8,2012.0,0.2314,0.0352,21.451,1.8926,953.37,111.4515,0,False,False,True,True,False,False,False,True,True,False,False
0.3174,8.572,701.3,18.33,1029.0,3553.0,0,0.1947,8.703,862.0,19.94,1035.1,985.0,0.2401,0.0445,21.427,1.9343,950.33,108.6166,1,False,False,True,False,True,False,False,True,False,False,True
0.1966,8.772,842.2,24.06,882.7,213.0,0,0.3174,8.572,701.3,18.33,1029.0,3553.0,0.241,0.0434,21.475,1.9986,920.57,73.7934,0,False,False,True,False,False,True,False,True,True,False,False
0.2234,8.284,806.8,20.98,1022.0,984.0,0,0.1966,8.772,842.2,24.06,882.7,213.0,0.2351,0.0411,21.731,1.7063,938.44,74.6348,1,False,False,True,False,False,False,True,True,False,True,False
0.249,8.703,853.5,21.61,815.3,3960.0,0,0.2234,8.284,806.8,20.98,1022.0,984.0,0.2321,0.0386,21.805,1.6807,930.76,83.373,0,False,False,True,False,False,True,False,True,False,True,False
0.3422,8.736,771.2,22.47,1060.2,4557.0,0,0.249,8.703,853.5,21.61,815.3,3960.0,0.2404,0.0518,21.741,1.6371,948.47,90.619,1,False,False,True,False,False,False,True,True,False,False,True
0.3327,8.976,891.4,21.17,856.4,3954.0,0,0.3422,8.736,771.2,22.47,1060.2,4557.0,0.2543,0.0563,21.567,1.5909,940.11,95.2263,1,False,False,True,False,False,False,True,True,False,False,True
0.2194,9.18,868.5,24.75,972.8,3222.0,1,0.3327,8.976,891.4,21.17,856.4,3954.0,0.2536,0.0567,21.788,1.8701,956.36,83.792,1,False,False,True,False,True,False,False,True,True,False,False
